index,product,user_id,age,date,review,ratings,repurchase,packaging,price
3278,Blush - Orgasm,tdavinson,30-35,11 years ago,"LOVE this stuff - color is perfect and doesn't fade quickly, nuff said.",5.0,65%,4.1,4
3279,Blush - Orgasm,gabbster123,19-24,11 years ago,I don't understand the hype of this at all! i have many things to complain abou this blush. Im n15 and this doesnt show up on my at all! all i get it gold shimmer that is too chunky and...,1.0,65%,4.1,4
3285,Blush - Orgasm,Kaylabean,25-29,11 years ago,My friend looked beautiful in this blush.  On me it seemed orange and rusty and uneven.  I'm learning that I just am learning I can't do coral or peach blushes they just turn orange and I hate that.  ,2.0,65%,4.1,4
3286,Blush - Orgasm,sarahharb,30-35,11 years ago,I finally gave in and bought this blush as it seems that everyone is talking about it.  It does give a nice glow and the shimmer isn't over the top.  i usually favor neutral beigy tones (STRADA) so...,4.0,65%,4.1,4
3287,Blush - Orgasm,misz93,Under 18,11 years ago,"Pfft..such an overhyped blush. I got this in a swap & i kind of regret i swapped for it. Of all the NARS blushes i own,the pigmentation of this one really disappointed me.

I tried this using the...",3.0,65%,4.1,4
3288,Blush - Orgasm,bpolivka,Under 18,11 years ago,I LOVE this blush. I have owned this blush for exactly a year now and I haven't even hit pan on it. I still have a lot left and it's the only blush I have used this past year. It's not very cheap...,5.0,65%,4.1,4
3289,Blush - Orgasm,mochacino,19-24,11 years ago,"I LOVE LOVE LOVE this blush!! I was reluctant to try this cult product after reading mixed reviews about this plus this is a very expensive blush (AUD62). I have medium yellow undertone (NC30), so...",5.0,65%,4.1,4
3290,Blush - Orgasm,cherie05,19-24,11 years ago,"This product was way too red on me. I expected a peachy-pink blush since that was the description of the colour, but on me, I see virtually no pink at all and it's just red/bright coral. Having...",3.0,65%,4.1,4
3291,Blush - Orgasm,breakupovertea,19-24,11 years ago,I purchased this after hearing so many good things about it. I am very impressed. It's expensive but a little goes a long way since the blush is very pigmented. I have pale skin and this looks...,5.0,65%,4.1,4
3292,Blush - Orgasm,tartar18,19-24,11 years ago,"Amazing. Looks more natural than other blush because it's not just a flat color, but not too much sparkle either. It also says on really well and doesn't look too bad when you accidentally put too...",5.0,65%,4.1,4
3293,Blush - Orgasm,stephanielee5,19-24,11 years ago,I like this blush but I don't love it. It does work pretty well with my skin tone but I don't like the shimmer. It also seems a little too orange for me. ,3.0,65%,4.1,4
3294,Blush - Orgasm,Julia2007,19-24,11 years ago,"I really do like this blush. I don't love it with all my heart or anything, but it's certainly nice to have in my collection. I have fair skin with a  neutral to cool undertone, and sometimes this...",4.0,65%,4.1,4
3300,Blush - Orgasm,kendroid,19-24,11 years ago,"I bought this blush because it was listed in a magazine as being the perfect blush for almost all skin tones, and usually peachy-pink shades work best on my fair skin. It is just too harsh a shade...",3.0,65%,4.1,4
3301,Blush - Orgasm,kimmeekat72,36-43,11 years ago,"I just cant get past this one!!! I love the name lol,,it does have way more shimmer than I expected when I first purchased it. Im still hanging on to it but mainly use it as highlighter of...",2.0,65%,4.1,4
3302,Blush - Orgasm,crumblingImages,30-35,11 years ago,How can you go wrong with something called “Orgasm” It’s a light delicate peachy pink. It takes two swipes of product to show up against my brown skin. It gives me that young school girl glow.  I...,4.0,65%,4.1,4
3303,Blush - Orgasm,jann8,44-55,11 years ago,"Too shimmery, too orange,  and overhyped.",1.0,65%,4.1,4
3304,Blush - Orgasm,evillittlekitten,25-29,11 years ago,"I purchased this back when I still believed so-called universal shades like Stila's Kitten were actually, y'know, universal! Hah! Anyway:


If you have cool-toned skin, do not pass go, do not...",2.0,65%,4.1,4
3305,Blush - Orgasm,mac222,,11 years ago,"Everyone is crazy for this blush from Nars, and while I appreciate it's versatile color, I find I have to be careful when applying it.  This is a highly pigmented and somewhat sparkle-y blush that...",4.0,65%,4.1,4
3306,Blush - Orgasm,Teex,19-24,11 years ago,"Overall, an above average product. Comes in a rubber pan, with a mirror. Has a sheer pinkish color, like a natural flush of your cheeks, has a slight shimmer, but nothing too much.


I can...",5.0,65%,4.1,4
3307,Blush - Orgasm,ChelseaFuller,Under 18,11 years ago,I heard and read so many good things about this blush! It was supposed to look SO amazing and fantastic on all skin tones. This just didnt work on me. :( It reallly makes me sad. I wasn't very...,3.0,65%,4.1,4
3308,Blush - Orgasm,emmit643,Under 18,11 years ago,"At first I didn't like this blush, and thought it was over-hyped. I found it to sparkly to be practical.

BUT after a month I fell in love with it. I love this coral-y colour, and shimmering...",5.0,65%,4.1,4
3309,Blush - Orgasm,RachDiva,25-29,11 years ago,After hearing and reading so much hype about NARS Orgasm blush i had to try it for myself.  I bought it while an on overseas trip to America (as it's much cheaper than it is her in Australia) two...,5.0,65%,4.1,4
3315,Blush - Orgasm,annelau,25-29,11 years ago,"It does not work for me.  It looks too harsh on me.  I am Chinese with neutral undertone, GA Luminous Skin Foundation no.5 / VIDI VICI Soft Glow Foundation no.13.  I so wanted it to work on me as...",3.0,65%,4.1,4
3316,Blush - Orgasm,cupcake985,19-24,11 years ago,I have been buying this shade of blush for years....love it!  Deserves all the recongition it has received.,5.0,65%,4.1,4
3317,Blush - Orgasm,cheeken,25-29,11 years ago,I quite like this shade of blush.  It's natural and it has a hint of golden shimmer.  It's great for all day long wear also.  The color isn't too pink or too orange.  I like the fact it works for...,4.0,65%,4.1,4
3318,Blush - Orgasm,KBujold,19-24,11 years ago,My first Nars blush and I fell in love.  I'm NC40ish and this works so well with my skin tone.  It gives me a healthy beautiful glow.  I've hit pan on this 2 weeks ago and will definitly repurchase.  ,4.0,65%,4.1,4
3319,Blush - Orgasm,genesis81,25-29,11 years ago,Such a pretty color. I am not sure that it would work for all skin colors but I have am medium and I think it looks great. It has a little bit of sparkle to it but not to the point where it is...,4.0,65%,4.1,4
3320,Blush - Orgasm,appl3,19-24,11 years ago,Love this product. Gives a glow to any complexion!,4.0,65%,4.1,4
3321,Blush - Orgasm,bdavis21,25-29,11 years ago,"I'm SO irritated at allllll the hype about this shade of blush. You see it everywhere, this celeb, that celeb, makeup artists, fashion mags...they ALL rant and rave about this being the perfect...",1.0,65%,4.1,4
3322,Blush - Orgasm,ging81,25-29,11 years ago,The color of this product is fantastic. The best way to describe the color is by the name! It gives you that natural glow and is flattering on myself (NC20/NC25) and my sister who has a more olive...,3.0,65%,4.1,4
3323,Blush - Orgasm,blondie2cute,Under 18,11 years ago,"As much as I liked everything about this brush, I broke out from it.

I have sensitive and reactive skin.",3.0,65%,4.1,4
3324,Blush - Orgasm,missglowstick,19-24,11 years ago,"I was so excited to try the overhyped NARS Orgasm, so I went and bought it. Weellllll...it's a decent blush. I actually LIKE the shimmer. I'm a highlighter fanatic and since this blush is so...",3.0,65%,4.1,4
3330,Blush - Orgasm,Coquii,25-29,11 years ago,I read all the hype about Orgasm and had to try it for myself. It was a gigantic fail. I have medium olive skin and this blush looked craptastic on me. It made me look sallow and unhealthy. For $25...,1.0,65%,4.1,4
3331,Blush - Orgasm,ssimpson530,19-24,11 years ago,"NARS blushes are a cult fave. Orgasm is there #1 seller and was my first go to buy for a blush. This color is a great shade for anyone, especially tan/olive tone people. The packaging comes in a...",5.0,65%,4.1,4
3332,Blush - Orgasm,kllc0096,19-24,11 years ago,"This blush was really nice. It has shimmer but not too much! It looks great on tanned skin. I wear it everyday. My fav. blush by far! 
Down side..... you don't get a ton of product for your money.",4.0,65%,4.1,4
3333,Blush - Orgasm,sidora9,36-43,11 years ago,"The color is perfect for my skin  tone, i am laura mercier powder foundation in 3, and it gives me that healthy look on my face. it stays  on my face all day long, just like any nars blush.
it is...",5.0,65%,4.1,4
3334,Blush - Orgasm,rissalove,Under 18,11 years ago,"This blush was so-so for me, and I usually end up wiping it off after appling it. My skin tone is NC35-37 and I am very olive complected. I felt this made me look yellow and sallow, and the blush...",3.0,65%,4.1,4
3335,Blush - Orgasm,momto4monkeys,36-43,11 years ago,"This blush gives me a beautiful glow! The colour is gorgeous and would suit many skin tones.The only downfall is  too much shimmer in it which settles into my ""maturing"" skin.If you don't like...",4.0,65%,4.1,4
3336,Blush - Orgasm,joanheartsmakeup,Under 18,11 years ago,"Pros:
-gives a great flesh color to brighten your look

cons:
-It works better on fair skin people, I am an NC43 Asian toned and I find myself packing on more of this color to get the true...",4.0,65%,4.1,4
3337,Blush - Orgasm,sbollin,56 & Over,11 years ago,I thought this would be the perfect blush after reading the reviews.  I don't much care for it.  I'm still looking for the perfect blush for me.  Maybe it doesn't exist.,2.0,65%,4.1,4
3338,Blush - Orgasm,dnc441,19-24,11 years ago,"I think I had high hopes buying this product after all the raves. After paying top notch money for this, I was slightly disappointed that I don't know what's the ""oooo!! ahhh!!"" amazing effects....",3.0,65%,4.1,4
3339,Blush - Orgasm,betseyjohnson77,19-24,11 years ago,Did not work on me..too shimmery..packing is ok.,2.0,65%,4.1,4
3345,Blush - Orgasm,VVV,25-29,11 years ago,"I could never wear peach toned blushes so I was drawn to NARS Orgasm because of the ""universally flattering"" claim made regarding it's pinky peachy coloring.  At that point I'd only ever be able to...",4.0,65%,4.1,4
3346,Blush - Orgasm,MaxineBrown,30-35,11 years ago,Nars Orgasm is by far is most liked by most ladies.-- and yes! Count me in!! Just perfect for any skintone. One of my favorite blushes ever!,5.0,65%,4.1,4
3347,Blush - Orgasm,Hedd,30-35,11 years ago,This is the only blush I always repurchase. Looks great on my tanned skin.  Perfect flush for any look day or night. ,5.0,65%,4.1,4
3348,Blush - Orgasm,mikiraa,Under 18,11 years ago,I can see why so many people consider this to be a cult classic. Orgasm is a truly wonderful blush. It's a lovely peachy coral with a little golden shimmer which adds just a touch of glamor to your...,5.0,65%,4.1,4
3349,Blush - Orgasm,gatsbygarbo,19-24,11 years ago,"I really loooove this blush, I use it almost everyday. I find it compliments very well to my skin tone. I would def buy this product again. I;ve had this blush since last year and it hasnt hit pan...",5.0,65%,4.1,4
3350,Blush - Orgasm,yogurt112,19-24,11 years ago,"So I have been thinking about buying this blush for years, anytime I was around the vicinity of a NARS counter I always felt the need to check it out. Nonetheless, I finally caved and bought it. I...",4.0,65%,4.1,4
3351,Blush - Orgasm,Violet912,25-29,11 years ago,"Out of the 6 NARS blushes I own, Orgasm is by far the least pigmented. I bought this because I was afraid Torrid or Deep Throat would be too peachy on my cooler skintone... but really, I would...",3.0,65%,4.1,4
3352,Blush - Orgasm,nieblagv,25-29,11 years ago,Nars Orgasm blush is a great product. The color is a peachy pink with shimmer that blends in easily.  You can apply as little or as much depending on how intense you want it.  I was hesitant to get...,5.0,65%,4.1,4
3353,Blush - Orgasm,ggracebasa420,19-24,11 years ago,I liked this product. Gave a nice sheer shimmery pink tone on my skin... wasn't a big fan of shimmer... but it worked okay w/ my skin. Not bad... only thing is the casing does collect a bit of...,4.0,65%,4.1,4
3354,Blush - Orgasm,DidgeridooYourNails,25-29,11 years ago,"I really don't get the hype with this blush. It really does just look like an other ordinary pink blush. The packaging is just ok, I like the look and feel of it, but it gets dirty after a while....",3.0,65%,4.1,4
3360,Blush - Orgasm,channingto,Under 18,11 years ago,This is a good normal pinky blush but it's so.. NORMAL! I don't get what's so special about it. Sure I love the packaging but 25 dollars!? for a blush.... It's a normal pink color that I feel like...,3.0,65%,4.1,4
3361,Blush - Orgasm,aplend,19-24,11 years ago,"i think this is my favourite blush. blush is probably my favourite kind of makeup so naturally i have a TON, but i find this to be the most flattering and one i always reach for when i cant make up...",5.0,65%,4.1,4
3362,Blush - Orgasm,tracyveronika,30-35,11 years ago,"I was nervous to try this--I'm pale, and I tend to be a ""cool"" rather than a ""warm,"" so I stay away from peach and orange-toned reds.  But the blush works for me, much to my surprise.  It's not too...",4.0,65%,4.1,4
3363,Blush - Orgasm,lildr3amcatch3r,19-24,11 years ago,"Hearing so many people rave about this blush, I figured I try it out for myself to see what the hype was all about.  I was not disappointed with this choice.  The color is very subtle and...",4.0,65%,4.1,4
3364,Blush - Orgasm,maomaouchi,25-29,11 years ago,"This is a really natural, pretty color that can work with tons of skin tones.  I'm pretty pale in the winter and tan in the summer and I can make this blush work during both seasons.  Although it's...",4.0,65%,4.1,4
3365,Blush - Orgasm,angelina71,36-43,11 years ago,"This one really is worth its reputation. It gives a beautiful glow, and it's not too pink or orange or dark or light or glittery. It is just perfect. I use my other blushes occasionally, but if I...",5.0,65%,4.1,4
3366,Blush - Orgasm,kdimp,19-24,11 years ago,"I know some people don't see why this blush is that great, but for me personally, I love it. It really is my favorite blush. It is expensive, but it is worth it because the color is gorgeous and it...",5.0,65%,4.1,4
3367,Blush - Orgasm,3lla,Under 18,11 years ago,"With the NARS Orgasm Blush, I heard so many great reviews in magazines and from friends that when I went to go and buy it for myself I was still feeling a little skeptical. After actually testing...",3.0,65%,4.1,4
3368,Blush - Orgasm,shonascully,19-24,11 years ago,"Beautiful. This is a cult favourite for a reason. Very pigmented, long lasting and gorgeous. It showed up really nicely on my NC20 skin, without being overly shimmery. I was worried it would be too...",5.0,65%,4.1,4
3369,Blush - Orgasm,anamatovska,19-24,11 years ago,I tried this blush on at mecca in brisvegas (costs $60AUD...purchased it on ebay for 30$AUD...SWEET) and it is a good blush. I have light-medium skin (nw20-25 for reference) I saw the shimmer and...,4.0,65%,4.1,4
3375,Blush - Orgasm,graciewacie,25-29,11 years ago,Great coral color that you can easily build when needed. Very natural when lightly brushed on. I have yellow toned skin and the peachy color goes really well with my skin tone.,4.0,65%,4.1,4
3376,Blush - Orgasm,macaddict92881,30-35,11 years ago,"Well, I got suckered into purchasing this one with all the hype from the magazines, you tube gurus, etc. I just don't get it. Not as much glitter as some of the other Nars blushes, but I find other...",1.0,65%,4.1,4
3377,Blush - Orgasm,DianAdams,19-24,11 years ago,"I heard so much good things about this. I got it in a swap, and its pretty good. I like it, nothing special tho. And don't know if I would buy it for 25 bucks. Its pretty tho, just not having an O...",4.0,65%,4.1,4
3378,Blush - Orgasm,3110hello,44-55,11 years ago,Bought it some time ago and have tried over and over again to use it since it gets such universally great reviews.  For me it is too glittery and not natural looking at all.  I would only recommend...,3.0,65%,4.1,4
3379,Blush - Orgasm,Saramela,30-35,11 years ago,"I don't get it, I really don't understand the hype for this blush.  I bought it because of all the write-ups in magazines, awards, tv mentions, etc. and was thoroughly disappointed.  The color...",1.0,65%,4.1,4
3380,Blush - Orgasm,my3kitties,44-55,11 years ago,"Although the color was nice, this is a bit too sparkly for me for daytime wear.  
Update:  The sparkles seem to have worn off now that I've used it a few times so I can now use it during the day.  ",3.0,65%,4.1,4
3381,Blush - Orgasm,Mewwy,19-24,11 years ago,"The gold shimmer that comes with the pink-coral color is what made Orgasm so acclaimed. However, for me, that is a problem. It is exactly what makes my face look bigger. 

Orgasm is known for its...",3.0,65%,4.1,4
3382,Blush - Orgasm,meeleessa,19-24,11 years ago,"After reading so many positive reviews, I finally decided to get this blush. The reviews promised that it worked for all skin tones. At first I really didn't like this blush. I found it too pink...",4.0,65%,4.1,4
3383,Blush - Orgasm,beginning11,56 & Over,11 years ago,For me this blush was way to shimmery ....and unnatural looking,1.0,65%,4.1,4
3384,Blush - Orgasm,mingrinne,19-24,11 years ago,I had heard so many good things about this that I did the unthinkable and went and bought it before I even tried it. Luckily all the rumours were correct and it must suit the majority of skin...,4.0,65%,4.1,4
3390,Blush - Orgasm,qt2ony,19-24,11 years ago,"It's such a lovely color on anyone and everyone.  I use a fan brush to get the most natural flush out of this, otherwise it's a little too much color for me for a daytime blush.  The gold sheen...",4.0,65%,4.1,4
3391,Blush - Orgasm,makeupaddict1,25-29,11 years ago,"this is one of my favourite blushers, i use it with a bronzer just under my cheeckbones and then use nars in the middle 
its great as a highlight on top of a blush too 
",4.0,65%,4.1,4
3392,Blush - Orgasm,bbypinkangel,19-24,11 years ago,"A great neutral everyday blush. Great for school or work. Not too shimmery but not matte either. It's a pinkish coral color. Very pretty. Stays on all day, does not cake. The powder is very finely...",4.0,65%,4.1,4
3393,Blush - Orgasm,ChristmasMom,44-55,11 years ago,"I was very excited to try this iconic blush. One size fits all items, however, tend to not be the most flattering. That is true with Orgasm. It is usable by many skin tones but most flattering to...",3.0,65%,4.1,4
3394,Blush - Orgasm,ginapimp,36-43,11 years ago,So far this is the only blush that really looks natural on me.  It's a very flattering color.. a cross between pink & peach.. it glides on perfectly; no streaking @ all.  If you're looking for a...,4.0,65%,4.1,4
3395,Blush - Orgasm,sarahxknits,19-24,11 years ago,"This is the only blush i like. The color is sooo good. I love to load up on this stuff every day. My only complaint is that I wished it lasted longer, although I have yet to find a blush that can...",5.0,65%,4.1,4
3396,Blush - Orgasm,ashley1227,19-24,11 years ago,"My favorite blush ever! Very natural looking, versatile and contains just the right amount of shimmer. Would definitely repurchase :)",5.0,65%,4.1,4
3397,Blush - Orgasm,muzzihali0211,25-29,11 years ago,"I read about this product in just about every magazine so I decided to purchase it. I love the color, its like a peachy pink with a bit of shimmer on my skin (I am a NC42 in MAC). I prefer to wear...",4.0,65%,4.1,4
3398,Blush - Orgasm,lekmolly,19-24,11 years ago,"Love this blush. I'd heard great things about NARS blush and this shade in particular (obviously) so I decided to try it out.

It's a little dark on me, so I have to be careful with the...",4.0,65%,4.1,4
3399,Blush - Orgasm,Lala201,19-24,11 years ago,"I bought this to find out what all the hype was about. Since it had been so hyped up, I was a little bit underwhelmed, I just didn't see why everyone and their mother, aunt, friend, ect. loves it,...",4.0,65%,4.1,4
3405,Blush - Orgasm,cella7971,19-24,11 years ago,"At first, I thought this is a must have. I got it and boy, I was disappointed. Color don't show up on me. I have to layer it many times before I got the color I want. I tried many times, but I have...",3.0,65%,4.1,4
3406,Blush - Orgasm,KikiBee09,25-29,11 years ago,"Originally I was worried this would be one of those products that did not live up to the hype surrounding it, but this blush has quickly turned into one of my HG blushes!  Used lightly, this gives...",5.0,65%,4.1,4
3407,Blush - Orgasm,jennerss,19-24,11 years ago,"I LOVEE this blush. Definately by far the best blush I ever purchased from nars. It does give that ""orgasm"" flush to your cheeks. It doesn't have big chunks of glitter. The fine particles of...",5.0,65%,4.1,4
3408,Blush - Orgasm,sourish,19-24,11 years ago,"At first, I had no idea what was all the big fuss. I refused to pay so much for a blush ($25). Anyway, I was at Sephora and they had one of their value products (The Love Set) so I figured ""why...",4.0,65%,4.1,4
3409,Blush - Orgasm,Mikeswife,30-35,11 years ago,"I have read many, many magazine reviews calling this one of the best colors out there.  And although I agree that NARS makes a great blush (I own their Madly), this color really didn't do anything...",3.0,65%,4.1,4
3410,Blush - Orgasm,polymathforever,25-29,11 years ago,"This is definitely one of the better blushes out there. It's got a slight shimmer to it and comes in a sleek compact with a mirror. The colour is like a coral, a mix between pink and almost an...",5.0,65%,4.1,4
3411,Blush - Orgasm,Neen721,19-24,11 years ago,i didn't know if i should buy orgasm because of the price/shimmer. plus i was afraid it wouldn't look good on me and didn't want to think i wasted my money. I finally took the plunge and i have to...,4.0,65%,4.1,4
3412,Blush - Orgasm,gigiberry,19-24,11 years ago,"I usually love everything NARS, and I did have a brief love affair with this blush. But I realized, especially from looking in pictures and at myself in natural light, that it is a bit too garish...",5.0,65%,4.1,4
3413,Blush - Orgasm,deathdisco,19-24,11 years ago,"This blush seems to suit everyone! I love it, and like the name suggests, you really do look like you've just had a great romp! However, sometimes it seems to look mismatched and splotchy on my...",4.0,65%,4.1,4
3414,Blush - Orgasm,coco24,44-55,11 years ago,"I bought this after seeing the majority of positive reviews.

This is a nice peachy shimmer blush and I do like the packaging.  However it doesn't seem to show up very much on my skin so I need...",3.0,65%,4.1,4
3420,Blush - Orgasm,adesisca,19-24,11 years ago,"people rave about this blush, so i went to check this product out. 
it looks very very nice when swatched, but when i put it on my face, ........ nothing special. but may be it is because of my...",3.0,65%,4.1,4
3421,Blush - Orgasm,alexa1995,19-24,11 years ago,Amazing formula and texture with just the right amount of color. Will continue to rebuy.,5.0,65%,4.1,4
3422,Blush - Orgasm,elfelettem,30-35,11 years ago,"Almost everytime I get a makeover they use Orgasm on me so I took it as a sign.

However, when I first started using this at home myself all i could see was large shimmer (verging on glitter)...",5.0,65%,4.1,4
3423,Blush - Orgasm,purpleskittles,19-24,11 years ago,This is my favorite blush! I have been using nars orgasm ever since it came out! Love it!,4.0,65%,4.1,4
3424,Blush - Orgasm,Leslie2877,30-35,11 years ago,"I love this stuff!  This color really doesn't come out as a rich coral on my skin tone, which is a shade of deep caramel.  The coral really doesn't show up at all.  It's almost invisible, but it...",5.0,65%,4.1,4
3425,Blush - Orgasm,anguyent,25-29,11 years ago,"After years of buying different brands of blushes - multiple MAC cream blushes and other pressed, I stopped looking after I found this.  Actually, my MAC ones are still sitting there unused. The...",5.0,65%,4.1,4
3426,Blush - Orgasm,Sam1e,19-24,11 years ago,"So i wanted to try a blush other than pink, so as this is a has sooo many great reviews i thought id try it. Well i love it! im quite fair and quite pink so i wasnt sure if a peachy colour would...",4.0,65%,4.1,4
3427,Blush - Orgasm,ATLien315,25-29,11 years ago,"Okay, well....what can I say about this blush?  I definitely wouldn't call it the end-all-be-all of all blushes.  Like a previous reviewer said, yes, it's overrated.  Maybe it's because it just...",3.0,65%,4.1,4
3428,Blush - Orgasm,bstiles88,19-24,11 years ago,"Overrated sometimes?  Yeah, probably.  But I think it is a great staple blush to have in any collection.  I tend to reach for this blush on a natural, everyday look.  I have very pale skin, and it...",5.0,65%,4.1,4
3429,Blush - Orgasm,xsugarnspiceo,19-24,11 years ago,"Everyone seems to love this blush. The color is pretty, and flattering with most looks, but in all honesty, it is overrated. The color is not all that original. I like it, but I will not buy it again.",4.0,65%,4.1,4
3435,Blush - Orgasm,evangelz,25-29,11 years ago,"This product is soooo not worth the hype at all! The nice peachy colour barely shows up at all! Of course, you could build it up but it has too much shimmer. I try to apply more to get it to show...",3.0,65%,4.1,4
3436,Blush - Orgasm,MissLindseyTay,19-24,11 years ago,"This is a really beautiful blush.  I purchased it because once again, everyone has been talking about it and I figured I needed to try it.  I have fair skin and the color is a nice light...",4.0,65%,4.1,4
3437,Blush - Orgasm,tofusteak,25-29,11 years ago,"I read a lot of reviews about this blush before I decided to purchase it. It's really expensive for a blush, although all the positive reviews are true. The color is just right for your skin (I...",3.0,65%,4.1,4
3438,Blush - Orgasm,platinumblondelife,25-29,11 years ago,"This is by far my favorite blush. The not to pink, not to peach color is perfect on my pale skin. It has just the right amount of shimmer. I find the original formula to be far superior to ""Super...",5.0,65%,4.1,4
3439,Blush - Orgasm,Wright81,25-29,11 years ago,"I heard this color was amazing from most youtube makeup gurus, so I bought the Love Me Set with Orgasm Blush and Albatross Highlighting. 

I would have to say that the color is amazing but the...",3.0,65%,4.1,4
3440,Blush - Orgasm,ais,19-24,11 years ago,"I have a very pale complexion, and this shade is amazing for me. It's not too pink, not too orange/coral. The shimmer isn't so visible. Also you don't need much, it's very high pigmented. would...",5.0,65%,4.1,4
3441,Blush - Orgasm,missred2u,30-35,11 years ago,"This is a GREAT blush for my skintone.  It does have some shimmer/sparkle, but not so much that it's over the top.  It's a peachy-pink color, as everyone else has already said.  I reach for this...",5.0,65%,4.1,4
3442,Blush - Orgasm,babybutton,19-24,11 years ago,"I absolutely love this blush! It's the first blush I've ever bought that I want to wear everyday and not switch back and forth to anything else. I'm very fair, and this color's perfect. I love the...",5.0,65%,4.1,4
3443,Blush - Orgasm,Jackiepicky,19-24,11 years ago,"Love this blush , The best blush I ever own , it gives my cheek glowy pink color .I can't find any otehr brands that have blush that similar to this orgasm ., very buildable. I always feel good...",5.0,65%,4.1,4
3444,Blush - Orgasm,B3AUTyxEX0TiC,Under 18,11 years ago,"Gorgeous, beautiful color! I was afraid this color would've been too light for me since I have fair skin and I usually use a more rosy color but it looked just fine. It was just about right and...",5.0,65%,4.1,4
3450,Blush - Orgasm,Shimmering_pink,19-24,11 years ago,"This really is a nice peach color. But i'm sure I could find a much cheaper version that looks the exact same if i tried.  It doesn't show up much since I'm tanned right now, but i think it will...",4.0,65%,4.1,4
3451,Blush - Orgasm,JESSICA85,19-24,11 years ago,"I purchased this blush in conjuction with laguna bronzer ( as a set with the orgasm lipgloss) I have really tried to love this, but alas I must say I truly dislike it. The texture of this blush is...",2.0,65%,4.1,4
3452,Blush - Orgasm,JesssicaRabbit,30-35,11 years ago,"Another product I wanted so badly to love. A girlfriend of mine wears this and it looks absolutely gorgeous on her! Of course, reading that it works well on all skin tones, I felt that it may...",2.0,65%,4.1,4
3453,Blush - Orgasm,mellypmakeup,25-29,11 years ago,I really like this blush. The pretty peachy/pink tone is gorgeous :) the gold flecks are nice too althoug I wouldn't mind seing this product come out without the the glitter in it. I might be a...,4.0,65%,4.1,4
3454,Blush - Orgasm,shannontheMUA,30-35,11 years ago,"As a make up artist, this product is in my GoBag because it works on EVERYONE.  

I see quite a few people discussing their concerns with its high pigment and shimmer and the following questions...",5.0,65%,4.1,4
3455,Blush - Orgasm,duckeexx,19-24,11 years ago,"I have tan Asian skin so the color was nice. I like the hint of shimmer but it might be a little bit too pink. The packaging is very nice, and I like how it comes with a small mirror. It's not...",3.0,65%,4.1,4
3456,Blush - Orgasm,kizkad,19-24,11 years ago,what a beautiful blush! i was afraid it was going to be the same as my benefit coralista but this is more pinky than peachy with beautiful shiny shimmer which makes your cheeks glow with subtle...,5.0,65%,4.1,4
3457,Blush - Orgasm,yukicat,19-24,11 years ago,"I love this color... although the tiny shimmer may make pores more visible, it is still a very good everyday product.. the price is a little bit expensive though",4.0,65%,4.1,4
3458,Blush - Orgasm,stephintampa,36-43,11 years ago,What is there to say about this that someone else hasn't?  I love the color of this but I do have to be careful not to go overboard.  If I apply too much it is very bright and unnatural looking. ...,4.0,65%,4.1,4
3459,Blush - Orgasm,Ellz,19-24,11 years ago,"This is my blush- I don't feel the need to try other brands...wow

I've had this blush for almost a year (and I'm using the same package I bought months ago yet have not run out!)
The color is...",5.0,65%,4.1,4
3465,Blush - Orgasm,keltime,19-24,11 years ago,"i am impressed with this blush.  it really enhances my skin tone and brightens up my face.  although it's kind of shimmery, i think it's still natural-looking.  there are, however,  other blushes...",4.0,65%,4.1,4
3466,Blush - Orgasm,shells08,25-29,11 years ago,I bought Orgasm a couple of years ago because of all of its hype and I just don't understand.  It's a VERY shimmery peachy color with just a hint of pink to it with lots and lots of gold shimmer. ...,2.0,65%,4.1,4
3467,Blush - Orgasm,genuineyes,25-29,11 years ago,"This product might look pretty in the packaging, but once it goes on your face it basically highlights all of the pock marks or pores you have on your face.  The same is true with any of the MAC...",1.0,65%,4.1,4
3468,Blush - Orgasm,xsweet,Under 18,11 years ago,"I love the color on my cheeks it's really pretty.
This little blush will last you for ever.",5.0,65%,4.1,4
3469,Blush - Orgasm,Pounces,19-24,11 years ago,"The colour is very pretty.  I have the matching lipgloss and nail polish.

My only beef with this blush is that the powder is hard to work with.  I felt like i had to scrape my brush against it...",3.0,65%,4.1,4
3470,Blush - Orgasm,traceyadwl,25-29,11 years ago,"This is a pretty blush, but it barely gets any use from me. Probably because it’s a bit too shimmery, which doesn’t fare well with my oily complexion. It’s a deep apricot-rose/gold that can be...",3.0,65%,4.1,4
3471,Blush - Orgasm,oanalita,30-35,11 years ago,"I was super excited to try this... but it turned out to be just so-so...
So it is a peachy-pink color, with gold shimmer... I have dark hair and yellow toned skin and it looked ok in the...",3.0,65%,4.1,4
3472,Blush - Orgasm,emcakes,19-24,11 years ago,This was my first NARS blush and I was very impressed. I can see why so many people love this product. It's a pretty peachy pink with subtle gold shimmers and the packaging is great - I like it...,4.0,65%,4.1,4
3473,Blush - Orgasm,Gothoria,19-24,11 years ago,"I got this brush mainly bcoz of the fuss it made, even though i dont have NARS where i live, I got it frm Dubai, so here is my Review:
***Love it 4:
- it has kind of gold shimmers, that r fine...",3.0,65%,4.1,4
